prediksi20
504234.46875
493564.65625
485595.46875
481537.3125
482267.8125
487591.40625
496265.1875
506525.84375
516520.53125
524629.3125
529384.125
531292.5625
530552.875
527655.125
523566.09375
519293.875
515363.625
512537.625
511914.40625
513360.34375
